SSL 192.168.1.110 37449 64.4.46.173 443 TCP
SSL 192.168.1.110 37451 64.4.46.173 443 TCP
SSL 192.168.1.110 35812 74.125.129.125 443 TCP
DNS 192.168.1.1 53 192.168.1.110 3389 UDP
DNS 192.168.1.1 53 192.168.1.110 3367 UDP
DNS 192.168.1.1 53 192.168.1.110 4353 UDP
IGMP 224.0.0.22 0 192.168.1.102 0 2
IGMP 224.0.0.22 0 192.168.1.104 0 2
DNS 192.168.1.1 53 192.168.1.110 4941 UDP
HTTP 192.168.1.110 39669 70.39.191.143 80 TCP
HTTP 192.168.1.110 39671 70.39.191.143 80 TCP
HTTP 192.168.1.110 39685 70.39.191.143 80 TCP
DNS 192.168.1.1 53 192.168.1.110 7221 UDP
SSL 192.168.1.110 53127 23.42.181.186 443 TCP
HTTP 59.151.32.31 80 192.168.1.110 45185 TCP
HTTP 59.151.32.31 80 192.168.1.110 45203 TCP
DNS 192.168.1.1 53 192.168.1.110 9099 UDP
DNS 192.168.1.1 53 192.168.1.110 8971 UDP
SSL 192.168.1.110 46126 60.211.253.134 443 TCP
DNS 192.168.1.1 53 192.168.1.110 9769 UDP
SSL 192.168.1.110 46128 60.211.253.134 443 TCP
SSL 192.168.1.110 46210 60.211.253.134 443 TCP
SSL 192.168.1.110 46212 60.211.253.134 443 TCP
DNS 192.168.1.1 53 192.168.1.110 10441 UDP
HTTP 192.168.1.110 47293 61.167.54.249 80 TCP
DNS 192.168.1.1 53 192.168.1.110 11165 UDP
SSL 54.238.142.55 443 192.168.1.110 49331 TCP
Unencryped_Jabber 192.168.1.110 40029 74.125.129.125 5222 TCP
HTTP 192.168.1.110 33099 122.143.27.213 80 TCP
HTTP 123.126.98.23 80 192.168.1.110 33088 TCP
DNS 192.168.1.1 53 192.168.1.110 12665 UDP
HTTP 123.126.98.23 80 192.168.1.110 33090 TCP
HTTP 123.126.98.23 80 192.168.1.110 33092 TCP
DNS 192.168.1.1 53 192.168.1.110 13987 UDP
Google 192.168.1.110 47114 74.125.128.199 443 TCP
Google 192.168.1.110 47116 74.125.128.199 443 TCP
DNS 192.168.1.1 53 192.168.1.110 14769 UDP
SSL 50.97.236.99 443 192.168.1.110 54268 TCP
HTTP 192.168.1.110 38599 113.5.251.116 80 TCP
HTTP 192.168.1.110 38601 113.5.251.116 80 TCP
HTTP 192.168.1.110 38603 113.5.251.116 80 TCP
DNS 192.168.1.1 53 192.168.1.110 16193 UDP
DNS 192.168.1.1 53 192.168.1.110 16383 UDP
DHCP 192.168.1.1 67 255.255.255.255 68 UDP
DHCP 192.168.1.104 68 255.255.255.255 67 UDP
HTTP 192.168.1.110 37073 124.95.149.161 80 TCP
FTP_DATA 152.19.134.40 57578 192.168.1.110 38022 TCP
HTTP 61.135.162.26 80 192.168.1.110 54057 TCP
HTTP 192.168.1.110 52041 70.39.191.113 80 TCP
HTTP 123.126.98.26 80 192.168.1.110 38490 TCP
HTTP 192.168.1.110 52043 70.39.191.113 80 TCP
HTTP 192.168.1.110 52045 70.39.191.113 80 TCP
HTTP 192.168.1.110 52065 70.39.191.113 80 TCP
HTTP 192.168.1.110 52067 70.39.191.113 80 TCP
HTTP 192.168.1.110 55279 59.151.32.114 80 TCP
HTTP 59.151.32.101 80 192.168.1.110 55079 TCP
DNS 192.168.1.1 53 192.168.1.110 18379 UDP
HTTP 192.168.1.110 55281 59.151.32.114 80 TCP
MDNS 192.168.1.110 5353 224.0.0.251 5353 UDP
SSL 192.168.1.110 53636 65.55.129.171 443 TCP
DNS 192.168.1.1 53 192.168.1.110 18725 UDP
DNS 192.168.1.1 53 192.168.1.110 19017 UDP
DNS 192.168.1.1 53 192.168.1.110 19123 UDP
SSL 111.221.116.6 443 192.168.1.110 43024 TCP
DNS 192.168.1.1 53 192.168.1.110 19721 UDP
DNS 192.168.1.1 53 192.168.1.110 20479 UDP
HTTP 59.151.32.103 80 192.168.1.110 57365 TCP
MSN 65.55.246.20 443 192.168.1.110 55580 TCP
HTTP 59.151.32.36 80 192.168.1.110 58423 TCP
DNS 192.168.1.1 53 192.168.1.110 21625 UDP
HTTP 192.168.1.110 58537 61.135.162.115 80 TCP
DNS 192.168.1.1 53 192.168.1.110 22207 UDP
HTTP 192.168.1.110 58623 61.135.162.115 80 TCP
DNS 192.168.1.1 53 192.168.1.110 22347 UDP
DNS 192.168.1.1 53 192.168.1.110 22515 UDP
Google 192.168.1.110 55220 74.125.235.195 443 TCP
DNS 192.168.1.1 53 192.168.1.110 23263 UDP
SSL 192.168.1.110 58461 64.4.45.209 443 TCP
HTTP 59.151.32.102 80 192.168.1.110 60425 TCP
SSL 61.54.29.9 443 192.168.1.110 59669 TCP
HTTP 59.151.32.102 80 192.168.1.110 60439 TCP
DNS 192.168.1.1 53 192.168.1.110 23887 UDP
DNS 192.168.1.1 53 192.168.1.110 24279 UDP
SSL 131.253.61.98 443 192.168.1.110 43110 TCP
SSL 131.253.61.98 443 192.168.1.110 43114 TCP
SSL 192.168.1.110 59520 74.125.128.125 443 TCP
HTTP 182.118.6.72 80 192.168.1.110 33412 TCP
