DNS 192.168.1.1 53 192.168.1.110 28543 UDP
DNS 192.168.1.1 53 192.168.1.110 28797 UDP
HTTP 119.167.145.97 80 192.168.1.110 50453 TCP
HTTP 123.125.115.43 80 192.168.1.110 49909 TCP
HTTP 123.125.115.43 80 192.168.1.110 49911 TCP
HTTP 123.125.115.43 80 192.168.1.110 49965 TCP
Skype 157.56.243.11 80 192.168.1.110 41366 TCP
DNS 192.168.1.1 53 192.168.1.110 29455 UDP
HTTP 123.125.115.43 80 192.168.1.110 50035 TCP
SSL 192.168.1.110 56843 96.16.169.165 443 TCP
DNS 192.168.1.1 53 192.168.1.110 30167 UDP
DNS 192.168.1.1 53 192.168.1.110 30295 UDP
DNS 192.168.1.1 53 192.168.1.110 30253 UDP
FTP_CONTROL 152.19.134.40 21 192.168.1.110 43668 TCP
FTP_CONTROL 152.19.134.40 21 192.168.1.110 43730 TCP
DNS 192.168.1.1 53 192.168.1.110 30885 UDP
ICMPV6 fe80::d113:b85a:2d:ae62 0 ff02::1:ff7c:d5b8 0 58
DNS 192.168.1.1 53 192.168.1.110 31293 UDP
SSL 192.168.1.110 49009 134.170.107.200 443 TCP
DNS 192.168.1.1 53 192.168.1.110 32293 UDP
HTTP 113.5.253.8 80 192.168.1.110 57019 TCP
DNS 192.168.1.1 53 192.168.1.110 34005 UDP
DNS 192.168.1.1 53 192.168.1.110 33971 UDP
SSL 192.168.1.110 36918 192.229.145.201 443 TCP
HTTP 192.168.1.110 57911 113.5.251.118 80 TCP
HTTP 192.168.1.110 57913 113.5.251.118 80 TCP
HTTP 192.168.1.110 57915 113.5.251.118 80 TCP
HTTP 192.168.1.110 57917 113.5.251.118 80 TCP
HTTP 192.168.1.110 57919 113.5.251.118 80 TCP
HTTP 192.168.1.110 57921 113.5.251.118 80 TCP
HTTP 192.168.1.110 57931 113.5.251.118 80 TCP
HTTP 192.168.1.110 57933 113.5.251.118 80 TCP
HTTP 192.168.1.110 57935 113.5.251.118 80 TCP
HTTP 192.168.1.110 57941 113.5.251.118 80 TCP
HTTP 192.168.1.110 57953 113.5.251.118 80 TCP
HTTP 192.168.1.110 57957 113.5.251.118 80 TCP
HTTP 124.95.162.96 80 192.168.1.110 55713 TCP
DNS 192.168.1.1 53 192.168.1.110 35821 UDP
DNS 192.168.1.1 53 192.168.1.110 35675 UDP
SSL 192.168.1.110 53948 131.253.34.141 443 TCP
DNS 192.168.1.1 53 192.168.1.110 35923 UDP
DNS 192.168.1.1 53 192.168.1.110 36203 UDP
DNS 192.168.1.1 53 192.168.1.110 36461 UDP
SSL 192.168.1.110 41131 184.50.93.117 443 TCP
HTTP 218.60.4.38 80 192.168.1.110 33786 TCP
HTTP 218.60.4.38 80 192.168.1.110 33788 TCP
HTTP 218.60.4.38 80 192.168.1.110 33790 TCP
SSL 192.168.1.110 55035 134.170.104.216 443 TCP
SSL 192.168.1.110 55039 134.170.104.216 443 TCP
HTTP 218.60.4.38 80 192.168.1.110 33796 TCP
HTTP 218.60.4.38 80 192.168.1.110 33798 TCP
DNS 192.168.1.1 53 192.168.1.110 38125 UDP
Skype 192.168.1.110 49565 157.56.166.232 443 TCP
DNS 192.168.1.1 53 192.168.1.110 38575 UDP
DNS 192.168.1.1 53 192.168.1.110 38569 UDP
Skype 192.168.1.110 55131 137.116.237.228 443 TCP
DNS 192.168.1.1 53 192.168.1.110 38583 UDP
DNS 192.168.1.1 53 192.168.1.110 39467 UDP
DNS 192.168.1.1 53 192.168.1.110 39637 UDP
DNS 192.168.1.1 53 192.168.1.110 39783 UDP
HTTP 192.168.1.110 40176 202.108.5.135 80 TCP
DNS 192.168.1.1 53 192.168.1.110 40391 UDP
DNS 192.168.1.1 53 192.168.1.110 40723 UDP
DNS 192.168.1.1 53 192.168.1.110 41847 UDP
DNS 192.168.1.1 53 192.168.1.110 42103 UDP
ICMPV6 :: 0 ff02::1:ff2d:ae62 0 58
HTTP 203.208.37.9 80 192.168.1.110 43958 TCP
DNS 192.168.1.1 53 192.168.1.110 45047 UDP
HTTP 192.168.1.110 41217 218.9.147.194 80 TCP
HTTP 192.168.1.110 41235 218.9.147.194 80 TCP
DNS 192.168.1.1 53 192.168.1.110 45871 UDP
DNS 192.168.1.1 53 192.168.1.110 45899 UDP
HTTP 218.8.55.109 80 192.168.1.110 42472 TCP
DNS 192.168.1.1 53 192.168.1.110 46481 UDP
DNS 192.168.1.1 53 192.168.1.110 46599 UDP
Google 192.168.1.110 47756 203.208.46.195 80 TCP
DNS 192.168.1.1 53 192.168.1.110 48331 UDP
DNS 192.168.1.1 53 192.168.1.110 48151 UDP
DNS 192.168.1.1 53 192.168.1.110 48811 UDP
DNS 192.168.1.1 53 192.168.1.110 49285 UDP
DNS 192.168.1.1 53 192.168.1.110 49769 UDP
DNS 192.168.1.1 53 192.168.1.110 50967 UDP
SSL 192.168.1.110 57497 184.50.93.186 443 TCP
DNS 192.168.1.1 53 192.168.1.110 53479 UDP
DNS 192.168.1.1 53 192.168.1.110 54617 UDP
DNS 192.168.1.1 53 192.168.1.110 55125 UDP
DNS 192.168.1.1 53 192.168.1.110 55525 UDP
DNS 192.168.1.1 53 192.168.1.110 55673 UDP
DNS 192.168.1.1 53 192.168.1.110 55855 UDP
HTTP 192.168.1.110 52279 218.9.147.195 80 TCP
HTTP 192.168.1.110 52281 218.9.147.195 80 TCP
DNS 192.168.1.1 53 192.168.1.110 57635 UDP
DNS 192.168.1.1 53 192.168.1.110 59417 UDP
DNS 192.168.1.1 53 192.168.1.110 60235 UDP
DNS 192.168.1.1 53 192.168.1.110 61403 UDP
ICMPV6 fe80::d423:6374:b064:b22e 0 ff02::16 0 0
HTTP 61.54.29.9 80 192.168.1.110 33319 TCP
DNS 192.168.1.1 53 192.168.1.110 63743 UDP
DNS 192.168.1.1 53 192.168.1.110 63521 UDP
DNS 192.168.1.1 53 192.168.1.110 64041 UDP
HTTP 61.167.56.48 80 192.168.1.110 35042 TCP
DNS 192.168.1.1 53 192.168.1.110 64495 UDP
HTTP 192.168.1.110 35640 60.211.253.134 80 TCP
HTTP 218.60.4.37 80 192.168.1.110 60852 TCP
HTTP 218.60.4.37 80 192.168.1.110 60854 TCP
HTTP 192.168.1.110 35686 60.211.253.134 80 TCP
HTTP 192.168.1.110 35710 60.211.253.134 80 TCP
HTTP 192.168.1.110 35712 60.211.253.134 80 TCP
HTTP 192.168.1.110 35770 60.211.253.134 80 TCP
DNS 192.168.1.1 53 192.168.1.110 65435 UDP
DNS 192.168.1.1 53 192.168.1.110 2252 UDP
DNS 192.168.1.1 53 192.168.1.110 2054 UDP
SSL 192.168.1.110 37448 64.4.46.173 443 TCP
SSL 192.168.1.110 37450 64.4.46.173 443 TCP
SSL 192.168.1.110 37452 64.4.46.173 443 TCP
SSL_No_Cert 192.168.1.110 35811 74.125.129.125 443 TCP
DNS 192.168.1.1 53 192.168.1.110 3332 UDP
DNS 192.168.1.1 53 192.168.1.110 3996 UDP
Google 192.168.1.110 37555 74.125.235.198 443 TCP
DNS 192.168.1.1 53 192.168.1.110 4836 UDP
HTTP 192.168.1.110 39670 70.39.191.143 80 TCP
HTTP 192.168.1.110 39684 70.39.191.143 80 TCP
HTTP 192.168.1.110 39686 70.39.191.143 80 TCP
HTTP 192.168.1.110 42866 59.151.32.111 80 TCP
DNS 192.168.1.1 53 192.168.1.110 6688 UDP
DNS 192.168.1.1 53 192.168.1.110 6864 UDP
HTTP 59.151.32.31 80 192.168.1.110 45186 TCP
HTTP 59.151.32.31 80 192.168.1.110 45188 TCP
HTTP 59.151.32.31 80 192.168.1.110 45204 TCP
HTTP 59.151.32.31 80 192.168.1.110 45206 TCP
DNS 192.168.1.1 53 192.168.1.110 9062 UDP
DNS 192.168.1.1 53 192.168.1.110 9044 UDP
DNS 192.168.1.1 53 192.168.1.110 9348 UDP
DNS 192.168.1.1 53 192.168.1.110 9716 UDP
DNS 192.168.1.1 53 192.168.1.110 9886 UDP
SSL 192.168.1.110 46127 60.211.253.134 443 TCP
SSL 192.168.1.110 46129 60.211.253.134 443 TCP
SSL 192.168.1.110 46211 60.211.253.134 443 TCP
SSL 192.168.1.110 46213 60.211.253.134 443 TCP
DNS 192.168.1.1 53 192.168.1.110 10056 UDP
HTTP 192.168.1.110 47292 61.167.54.249 80 TCP
HTTP 192.168.1.110 47294 61.167.54.249 80 TCP
DNS 192.168.1.1 53 192.168.1.110 11162 UDP
DNS 192.168.1.1 53 192.168.1.110 11372 UDP
SSL 54.238.142.55 443 192.168.1.110 49330 TCP
ICMPV6 fe80::d423:6374:b064:b22e 0 ff02::2 0 58
ICMPV6 fe80::d423:6374:b064:b22e 0 ff02::1 0 58
DNS 192.168.1.1 53 192.168.1.110 11870 UDP
DNS 192.168.1.1 53 192.168.1.110 11970 UDP
HTTP 59.151.32.20 80 192.168.1.110 49034 TCP
DNS 192.168.1.1 53 192.168.1.110 12226 UDP
HTTP 192.168.1.110 33100 122.143.27.213 80 TCP
HTTP 123.126.98.23 80 192.168.1.110 33089 TCP
HTTP 123.126.98.23 80 192.168.1.110 33091 TCP
DNS 192.168.1.1 53 192.168.1.110 12984 UDP
DNS 192.168.1.1 53 192.168.1.110 13268 UDP
DNS 192.168.1.1 53 192.168.1.110 13242 UDP
HTTP 59.151.32.34 80 192.168.1.110 50510 TCP
DNS 192.168.1.1 53 192.168.1.110 13576 UDP
DNS 192.168.1.1 53 192.168.1.110 13580 UDP
HTTP 59.151.32.34 80 192.168.1.110 50528 TCP
HTTP 192.168.1.110 33798 124.95.149.149 80 TCP
Google 192.168.1.110 47025 74.125.128.199 443 TCP
Google 192.168.1.110 47115 74.125.128.199 443 TCP
SSL 192.168.1.110 47117 74.125.128.199 443 TCP
DNS 192.168.1.1 53 192.168.1.110 14614 UDP
SSL 50.97.236.99 443 192.168.1.110 54265 TCP
HTTP 192.168.1.110 38600 113.5.251.116 80 TCP
DNS 192.168.1.1 53 192.168.1.110 15404 UDP
HTTP 192.168.1.110 38602 113.5.251.116 80 TCP
HTTP 192.168.1.110 38604 113.5.251.116 80 TCP
HTTP 192.168.1.110 38646 113.5.251.116 80 TCP
DNS 192.168.1.1 53 192.168.1.110 15644 UDP
HTTP 59.151.32.100 80 192.168.1.110 52740 TCP
ICMPV6 fe80::d113:b85a:2d:ae62 0 ff02::16 0 0
DNS 192.168.1.1 53 192.168.1.110 16392 UDP
HTTP 192.168.1.110 37074 124.95.149.161 80 TCP
DNS 192.168.1.1 53 192.168.1.110 17692 UDP
DNS 192.168.1.1 53 192.168.1.110 17902 UDP
HTTP 192.168.1.110 52042 70.39.191.113 80 TCP
HTTP 123.126.98.26 80 192.168.1.110 38489 TCP
DNS 192.168.1.1 53 192.168.1.110 17944 UDP
HTTP 123.126.98.26 80 192.168.1.110 38491 TCP
HTTP 192.168.1.110 52044 70.39.191.113 80 TCP
HTTP 192.168.1.110 52046 70.39.191.113 80 TCP
HTTP 192.168.1.110 52056 70.39.191.113 80 TCP
HTTP 192.168.1.110 52058 70.39.191.113 80 TCP
HTTP 192.168.1.110 52064 70.39.191.113 80 TCP
HTTP 192.168.1.110 52066 70.39.191.113 80 TCP
DNS 192.168.1.1 53 192.168.1.110 18302 UDP
HTTP 192.168.1.110 55278 59.151.32.114 80 TCP
DNS 192.168.1.1 53 192.168.1.110 18328 UDP
HTTP 59.151.32.101 80 192.168.1.110 55076 TCP
HTTP 192.168.1.110 55280 59.151.32.114 80 TCP
SSL 192.168.1.110 53637 65.55.129.171 443 TCP
DNS 192.168.1.1 53 192.168.1.110 18748 UDP
DNS 192.168.1.1 53 192.168.1.110 19130 UDP
Google 192.168.1.110 52379 74.125.235.199 443 TCP
DNS 192.168.1.1 53 192.168.1.110 19760 UDP
SSL 111.221.116.6 443 192.168.1.110 43023 TCP
DNS 192.168.1.1 53 192.168.1.110 20582 UDP
SSL 65.55.246.20 443 192.168.1.110 55581 TCP
SSL 192.168.1.110 47699 96.7.100.185 443 TCP
DNS 192.168.1.1 53 192.168.1.110 21330 UDP
HTTP 59.151.32.36 80 192.168.1.110 58422 TCP
DNS 192.168.1.1 53 192.168.1.110 21504 UDP
HTTP 59.151.32.36 80 192.168.1.110 58440 TCP
DNS 192.168.1.1 53 192.168.1.110 22116 UDP
DNS 192.168.1.1 53 192.168.1.110 22672 UDP
HTTP 192.168.1.110 56072 74.125.235.206 80 TCP
SSL 192.168.1.110 58462 64.4.45.209 443 TCP
HTTP 59.151.32.102 80 192.168.1.110 60424 TCP
SSL 61.54.29.9 443 192.168.1.110 59758 TCP
HTTP 59.151.32.102 80 192.168.1.110 60438 TCP
DNS 192.168.1.1 53 192.168.1.110 24212 UDP
DNS 192.168.1.1 53 192.168.1.110 24928 UDP
SSL 131.253.61.98 443 192.168.1.110 43109 TCP
DNS 192.168.1.1 53 192.168.1.110 25598 UDP
SSL 192.168.1.110 59521 74.125.128.125 443 TCP
DNS 192.168.1.1 53 192.168.1.110 26868 UDP
DNS 192.168.1.1 53 192.168.1.110 26936 UDP
HTTP 182.118.6.72 80 192.168.1.110 33413 TCP
DNS 192.168.1.1 53 192.168.1.110 28714 UDP
HTTP 123.125.115.43 80 192.168.1.110 49910 TCP
HTTP 123.125.115.43 80 192.168.1.110 49946 TCP
SSL 192.168.1.110 56842 96.16.169.165 443 TCP
DNS 192.168.1.1 53 192.168.1.110 30410 UDP
DNS 192.168.1.1 53 192.168.1.110 30504 UDP
DNS 192.168.1.1 53 192.168.1.110 30920 UDP
ICMPV6 fe80::d113:b85a:2d:ae62 0 ff02::2 0 58
DHCP 0.0.0.0 68 255.255.255.255 67 UDP
DNS 192.168.1.1 53 192.168.1.110 33138 UDP
DNS 192.168.1.1 53 192.168.1.110 33146 UDP
DNS 192.168.1.1 53 192.168.1.110 33594 UDP
DNS 192.168.1.1 53 192.168.1.110 33996 UDP
SSL 192.168.1.110 36919 192.229.145.201 443 TCP
SSL 192.168.1.110 36921 192.229.145.201 443 TCP
HTTP 192.168.1.110 57912 113.5.251.118 80 TCP
HTTP 192.168.1.110 57914 113.5.251.118 80 TCP
HTTP 192.168.1.110 57916 113.5.251.118 80 TCP
HTTP 192.168.1.110 57918 113.5.251.118 80 TCP
HTTP 192.168.1.110 57920 113.5.251.118 80 TCP
HTTP 192.168.1.110 57922 113.5.251.118 80 TCP
HTTP 192.168.1.110 57930 113.5.251.118 80 TCP
HTTP 192.168.1.110 57932 113.5.251.118 80 TCP
HTTP 192.168.1.110 57934 113.5.251.118 80 TCP
HTTP 124.95.162.96 80 192.168.1.110 55714 TCP
DNS 192.168.1.1 53 192.168.1.110 35720 UDP
SSL 192.168.1.110 53947 131.253.34.141 443 TCP
HTTP 124.95.162.92 80 192.168.1.110 56660 TCP
DNS 192.168.1.1 53 192.168.1.110 36806 UDP
HTTP 218.60.4.38 80 192.168.1.110 33787 TCP
HTTP 218.60.4.38 80 192.168.1.110 33789 TCP
SSL 192.168.1.110 55034 134.170.104.216 443 TCP
SSL 192.168.1.110 55036 134.170.104.216 443 TCP
HTTP 218.60.4.38 80 192.168.1.110 33797 TCP
HTTP 218.60.4.38 80 192.168.1.110 33825 TCP
HTTP 192.168.1.110 33763 220.170.79.194 80 TCP
DNS 192.168.1.1 53 192.168.1.110 38122 UDP
SSL 192.168.1.110 49564 157.56.166.232 443 TCP
SSL 192.168.1.110 55132 137.116.237.228 443 TCP
DNS 192.168.1.1 53 192.168.1.110 38896 UDP
DNS 192.168.1.1 53 192.168.1.110 39270 UDP
DNS 192.168.1.1 53 192.168.1.110 39560 UDP
DNS 192.168.1.1 53 192.168.1.110 42984 UDP
ICMPV6 :: 0 ff02::1:ff64:b22e 0 58
DNS 192.168.1.1 53 192.168.1.110 43750 UDP
Google 203.208.37.9 80 192.168.1.110 43957 TCP
DNS 192.168.1.1 53 192.168.1.110 43846 UDP
DNS 192.168.1.1 53 192.168.1.110 43932 UDP
Google 203.208.37.9 80 192.168.1.110 43959 TCP
DNS 192.168.1.1 53 192.168.1.110 44214 UDP
DNS 192.168.1.1 53 192.168.1.110 44144 UDP
DNS 192.168.1.1 53 192.168.1.110 44538 UDP
DNS 192.168.1.1 53 192.168.1.110 45042 UDP
DNS 192.168.1.1 53 192.168.1.110 45220 UDP
HTTP 192.168.1.110 41216 218.9.147.194 80 TCP
HTTP 192.168.1.110 41218 218.9.147.194 80 TCP
DNS 192.168.1.1 53 192.168.1.110 45834 UDP
HTTP 218.8.55.109 80 192.168.1.110 42473 TCP
DNS 192.168.1.1 53 192.168.1.110 46386 UDP
DNS 192.168.1.1 53 192.168.1.110 47098 UDP
DNS 192.168.1.1 53 192.168.1.110 47056 UDP
HTTP 192.168.1.110 47757 203.208.46.195 80 TCP
DNS 192.168.1.1 53 192.168.1.110 49402 UDP
DNS 192.168.1.1 53 192.168.1.110 49586 UDP
DNS 192.168.1.1 53 192.168.1.110 50170 UDP
DNS 192.168.1.1 53 192.168.1.110 49984 UDP
DNS 192.168.1.1 53 192.168.1.110 50762 UDP
DNS 192.168.1.1 53 192.168.1.110 51072 UDP
HTTP 192.168.1.110 60157 173.194.127.143 80 TCP
SSL 192.168.1.110 57524 184.50.93.186 443 TCP
DNS 192.168.1.1 53 192.168.1.110 55360 UDP
DNS 192.168.1.1 53 192.168.1.110 56012 UDP
HTTP 192.168.1.110 52278 218.9.147.195 80 TCP
HTTP 192.168.1.110 52280 218.9.147.195 80 TCP
DNS 192.168.1.1 53 192.168.1.110 56522 UDP
DNS 192.168.1.1 53 192.168.1.110 58360 UDP
DNS 192.168.1.1 53 192.168.1.110 59278 UDP
DNS 192.168.1.1 53 192.168.1.110 60508 UDP
HTTP 61.54.29.9 80 192.168.1.110 33408 TCP
DNS 192.168.1.1 53 192.168.1.110 63380 UDP
DNS 192.168.1.1 53 192.168.1.110 63852 UDP
DNS 192.168.1.1 53 192.168.1.110 63880 UDP
HTTP 61.167.56.48 80 192.168.1.110 35037 TCP
HTTP 61.167.56.48 80 192.168.1.110 35043 TCP
HTTP 61.167.56.48 80 192.168.1.110 35045 TCP
HTTP 192.168.1.110 60495 218.8.55.250 80 TCP
HTTP 192.168.1.110 35639 60.211.253.134 80 TCP
HTTP 218.60.4.37 80 192.168.1.110 60853 TCP
HTTP 218.60.4.37 80 192.168.1.110 60879 TCP
HTTP 192.168.1.110 35681 60.211.253.134 80 TCP
HTTP 192.168.1.110 35711 60.211.253.134 80 TCP
HTTP 192.168.1.110 35713 60.211.253.134 80 TCP
HTTP 192.168.1.110 35765 60.211.253.134 80 TCP
DNS 192.168.1.1 53 192.168.1.110 64816 UDP
DNS 192.168.1.1 53 192.168.1.110 64902 UDP
HTTP 218.60.4.37 80 192.168.1.110 60961 TCP
DNS 192.168.1.1 53 192.168.1.110 65330 UDP
NetBIOS 192.168.1.106 137 192.168.1.255 137 UDP
NetBIOS 192.168.1.104 137 192.168.1.255 137 UDP
DNS 192.168.1.1 53 192.168.1.110 2057 UDP
